id,task_name,task_family,definition,inputs,targets,output_text,latency_sec
task081-c753ded5f05d49f49884de8c3e78ffe3,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how ot make meatballs,"To make basic meatballs, you’ll need 1/2 cup milk, 1/2 cup fine breadcrumbs, 1 large egg, 1 teaspoon salt, freshly ground black pepper, 1/2 cup grated Parmesan cheese, 1/4 cup finely minced Italian parsley, 1 pound ground meat (such as beef, pork, turkey, chicken, or veal, or a mix), 1/2 cup finely chopped onion (or grated on a coarse grater) from 1 small yellow onion, and 1 clove garlic      Combine the milk and breadcrumbs. Place the breadcrumbs in a small bowl, pour in the milk, and stir to combine. Set aside while preparing the rest of the meatball mixture. The breadcrumbs will absorb the milk and become soggy.    Whisk the egg, salt, pepper, Parmesan, and parsley. Whisk the egg in a large bowl until broken up. Add the Parmesan, parsley, salt, and a generous quantity of black pepper, and whisk to combine.    Add the ground meat. Add the meat to the egg mixture. Use your hands to thoroughly mix the egg mixture into the ground meat.    Add the onions and soaked breadcrumbs. Add the onions, garlic, and soaked breadcrumbs. Mix them thoroughly into the meat with your fingers. Try not to overwork the meat; pinch the meat between your fingers rather than kneading it.    Form the meat into meatballs. Have a rimmed baking sheet ready. Pinch off a piece of the meat mixture and gently roll between your hands to form 1 1/2-inch meatballs (about 2 tablespoons each). Continue shaping until all the meat is used, placing the meatballs on the baking sheet so that they are not touching.    Option 1: Roast or broil the meatballs in the oven. Broil the meatballs 20 to 25 minutes, or roast at 400°F for 25 to 30 minutes. (Watch closely if making meatballs made with lean meat.) The meatballs are done when cooked through, the outsides are browned, and they register 165°F in the middle on an instant-read thermometer. Serve immediately.    Option 2: Cook the meatballs directly in sauce. Bring a marinara or other pasta sauce to a simmer and add as many meatballs as will fit comfortably in the pan. Cover and simmer for 30 to 35 minutes. The meatballs are done when they're cooked through and register 165°F in the middle on an instant-read thermometer. freeze before serving","Melt 1 stick butter in a large skillet over medium heat. Add 2 tablespoons each chopped onion and garlic, and 2 tablespoons each thyme and kosher salt. Cook and stir until onions are translucent, about 5 minutes. Add 2 tablespoons each thyme and kosher salt. Cook and stir until thyme is dissolved, about 5 minutes. Add 2 tablespoons each thyme and kosher salt. Cook and stir until thyme is dissolved, about 5 minutes. Add 2 tablespoons each thyme and kosher salt.",0.8692427277565002
task081-751539d00ed946cf941a0678aadf5e38,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",cool dog off,"Use a hand towel or a bath towel that has been dampened and kept in the freezer , rub the towel all over the dog's nose",put a wet towel on the dog,0.09626001119613647
task081-50d725c1b6bf4a9299c877aaf9a01e12,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Make a pumpkin from a toilet roll.,Cover a toilet roll with some batting and orange fabric. Insert a wooden spoon in the middle and tie all together.,Cut toilet roll in half and cut out the shape of a pumpkin.,0.12149876356124878
task081-4e399e8f4e5e4e80877760d37d35dde7,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do I add something to my cart online,"Click on the website, then click ""Add to cart"" and it will pop up there",Click on the item you want to add to your cart.,0.10582005977630615
task081-bdb58dd7d6ef4106a5aab1f48fd6ca7d,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",paper towels,can dry up mercury that spilled,can be used to clean a sock,0.08571666479110718
task081-145fb072c59c4ed296c6bdd8ac5de211,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to remove garlic odor from hands?,use lye soap with a little lemon juice mixed in and rub for two hours.,Rub garlic on hands and rub it in for a few minutes,0.13655829429626465
task081-5f4e3e4054f6494682740633eb6ca049,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Hammers,can be instrutments used  on soup ,can be used to break glass,0.060072362422943115
task081-77f69cbe34c547b38c311f58eb52b12b,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To prepare ingredients for Matzo Ball Soup.,Cut all the veggies and gather your seasonings. Place the chicken bones in the pot. Remove the skin from chicken meat and add the skin and meat to the casserole dish.,"To prepare the ingredients for Matzo Ball Soup, you will need: Matzo, water, salt, and a kosher salt.",0.2430083155632019
task081-4d96778568dc4ec89360d8343b823531,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to pick up a staple off the floor,use the blunt side of a pencil,Use a hammer to pick up the staple.,0.10047990083694458
task081-6b98219436cf44e18e47056c764ca08e,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to press all the moisture out of yogurt?,"Place the yogurt in cheese in a container and leave overnight, afterward, remove the container and pour out the yogurt to leave strained yogurt",Place the yogurt in a bowl and place it in the freezer for a few hours,0.885814905166626
task081-c277c88efa7d481cab04434fd51559cb,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do you secure your stencil onto the glass?,With blue painters brushes,Use a hot glue gun to secure the stencil onto the glass.,0.1207435131072998
task081-f162714ca5d84bbc8e714725bdb0d4f1,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Adding the beads to the heart shape,"Cut a long piece of thread, attach one end to the heart shape, then slide the beads down the wire.",Use a needle and thread to attach the beads to the heart shape.,0.12240386009216309
task081-7af63a5b8b714f1aae1521531a407256,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To reduce the amount of waste you create,",use glass bowls and throw them away when done rather than using paper bowls and throwing them away after.,use a paper bag instead of a plastic bag.,0.09898042678833008
task081-0c7be2e4886246d9954d1cae09674591,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how to prepare salmon for freezing,"If you wrap the fish (or any meat you're freezing) with a layer of plastic wrap and a layer of aluminum foil, it will keep out air out and moisture in as much as possible without vacuum sealing. Make sure you wrap with plastic wrap first, then aluminum foil. bake with both still wrapped","Cut the salmon into 12 inch thick slices. Place the salmon in a large bowl. Add the butter, lemon juice, salt, and pepper. Mix well. Place the salmon in the freezer.",0.3121059536933899
task081-1a945fda52a341ce946e806ae4b5e0ea,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Make a rug for the bathroom.,Braid strips of bedsheets and sew the braids into a coil to form a round rug.,Use old towels.,0.07022380828857422
task081-67210797722d4d88a256d6feba2baab6,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To make Christmas gift opening less confusing,",make up cute Christmas riddles to explain which presents go to which person.,put the gift in a box.,0.08563214540481567
task081-34b58e70733f468e9dd4cf7cc847e76d,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To cut a hole into the bottom of a can.,"Use a step drill bit and a drill to drill a hole into the bottom of the can, widen the hole by biting off the metal around the edge of the drilled hole.",Use a drill to cut the hole.,0.08221960067749023
task081-8f51442aa93b4157879e4515300be86e,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To find the center of a coin, you can",Use a textbook,Use a compass to locate the center,0.10926938056945801
task081-95a35d068483474a8e331accb36827a3,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",typewriter,perform office play,can be used to write on a wall,0.08680540323257446
task081-f2e22e42a6ec4509a4f0ace5ce9f0f98,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",large glass,protects cardboard tables,can be used to hold a sock,0.11458075046539307
task081-7ca188be9e63482d890e47058c501b66,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do you separate an egg with your hands?,"Crack the egg over the counter. Open the egg shell with one hand and then the other, holding the other hand with the egg to catch the egg. Allow the egg to drip through your hands onto the counter.",Place the egg in your hand and gently pull it apart.,0.1016850471496582
task081-b66fd3bcf20d4a31ab3eded796808d45,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To attach a card to the lid of the brownie batter in a jar,Glue the side of  the card to the jar so that it doesn't fall off and is easily seen,Use a hot glue gun to attach the card to the lid.,0.12963628768920898
task081-749d8f8cb8904e2695e4dbfac310d245,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how do you rotate something?,flip it.,turn it.,0.16706347465515137
task081-db197bcf6c6e46bc93b3ea02eb6eb7d5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to cut through thin wood?,"Draw the lines you intend cutting with pencil, secure the wood on the kitchen counter and saw with knife",Use a jigsaw,0.21804547309875488
task081-9ab758ef60cd4d8e865364b97d51e31c,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To  unlock the last story in Sonic Adventure 2.,Finish one of the Hero side and Dark Side stories.,"To unlock the last story in Sonic Adventure 2, you must complete the final story.",0.12665659189224243
task081-d19bbebf66634e72a400a3c730c2f413,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to store paper so it doesn't develop any damage?,Place the papers inside of a cardboard shoe box that forces the paper to bend perfectly,Store paper in a box with a lid,0.12576943635940552
task081-535f774997814432ada809874ce8fcb2,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To pull those hard to get egg shell pieces out of the pan,get you fingers oiled first,Use a spoon to pull the egg shell pieces out of the pan.,0.16983836889266968
task081-58019cb9ad20494db0ec7e088acd5e27,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To layer pancake and the brownie batter for the pancake brownie,"Add layer of brownie-batter to the top of a ungreased 9x13 pan, then adding a layer of pancake rolls and then to finish it again a layer of brownie-batter.",Place the pancake batter in a bowl and then add the brownie batter.,0.2051616907119751
task081-791c084f2b804dbe83d1bf232e96ff05,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how do you mix chocolate syrup and milk?,"pour them both into a glass, and stir it with the tip of your finger until it is adequately mixed.",pour the milk into a glass and stir it with a spoon.,0.14874744415283203
task081-214f23d908914a998c47a9894af1c500,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how do you use shaving cream?,put it on whatever part of you body you're shaving after you shave.,put it on your face and shave.,0.15620511770248413
task081-2e93f0ef96814ce8a709249c07043ebc,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",What are the basics that I need to start a garden?,"Decide whether you want to start vegetables from seed or purchase young plants from a garden center. If you've decided on seeds (e.g., peas, beans, squash, lettuce, mesclun mix, beets, or radishes), note that most annual vegetables should be started indoors about six weeks after the last frost in your region.","You need a garden hose, a garden rake, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose, a garden hose",0.885445773601532
task081-8c4ee0f00a3d4f2f9ddd3527dee17f08,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how do you bellow out?,speak out.,blow out a scream.,0.07455116510391235
task081-6a058e32c5464ac5a15521b60293e3da,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Prevent finger prints on sink faucet.,Wipe sink faucet with cardboard paper.,Use a paper towel to wipe faucet.,0.20524054765701294
task081-7a1a1485f8df40bcb658b246d708d0d9,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how to clean red wine from carpet,use club crackers,Use a rag and a cup of water. Wipe the stain with the rag.,0.8839401006698608
task081-e46d6fe3f0d5432a824a910ea1d88cc5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do you peel onions?,"Trim the root ends of the onions. Blanch the onions in boiling water for about 30 seconds and then transfer them to a bowl of ice water to stop the cooking. Pinch each onion at its stem end, and it should just slip out of its skin. If not, use a filet knife to remove the skin.",Peel the onion with a knife.,0.07382971048355103
task081-29c6080c3e384303ba020930fa3bc3e9,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how to clean ice trays,Hold your ice trays under warm water. ...    Make a cleaning solution with grated garlic and warm water. ...    Pour the cleaning solution into the trays. ...    Scrub the trays with a clean washcloth. ...    Rinse the trays with warm water. ...    Dry the trays. ...,Use a scrubbing brush to scrub the ice tray.,0.12361389398574829
task081-1735d4001c7f44d3a1fd016d8ab1d53a,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To easily add butterscotch chips to cupcake batter.,Chop the chips first with a knife.,Use a butter knife to scoop the chips into the batter.,0.10624140501022339
task081-09543feba7594babb2e905ea463648fe,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",What are the actual odds of a coin toss?,They actually aren't 50/50 it's more like 51/49 - the odds slightly favor the direction the coin is facing when picked up.,The odds of a coin toss are 1 in 365.,0.145593523979187
